home_energy_wh,outside_temp_C,vehicle_mpg,vehicle_weight,total_carbon_impact
20,4.8333333333333295,26.0,3672.0,6.93123692611671
40,4.85,14.0,2126.0,26.607883981313343
50,4.86666666666667,43.4,2160.0,24.470047451358173
50,4.883333333333329,23.0,3520.0,35.443258322562045
40,4.9,17.0,2254.0,25.860406796729002
50,4.91666666666667,16.0,2254.0,29.184011541379892
40,4.93333333333333,32.0,3410.0,17.834479035358658
40,4.95,19.2,3651.0,29.385459420360338
40,4.96666666666667,12.0,3015.0,26.168486239404363
60,4.98333333333333,21.6,2380.0,28.624132463306726
50,5.0,13.0,2855.0,29.86167791607211
50,4.98333333333333,20.5,2950.0,26.09914648851945
40,4.96666666666667,37.0,4499.0,33.099024666078115
40,4.95,21.5,1955.0,28.76986961687397
40,4.93333333333333,24.0,4502.0,31.722391198502827
40,4.91666666666667,21.0,2634.0,21.294372844414998
50,4.9,28.1,2120.0,34.20121903223332
70,4.93333333333333,16.0,2434.0,38.749837410465645
40,4.96666666666667,18.0,4257.0,32.52210257288329
30,5.0,13.0,3693.0,21.627831246844746
20,5.03333333333333,16.0,2451.0,20.780590137735818
30,5.06666666666667,26.0,2700.0,8.562326534606749
40,5.1,14.0,2490.0,25.22868342014003
50,5.1,21.0,1965.0,23.732496302166027
60,5.1,13.0,2670.0,22.721382131411175
60,5.1,15.0,2050.0,33.10253298873516
70,5.1,13.0,3230.0,48.367555113957536
60,5.1,36.0,4295.0,16.910468101235814
140,5.1,25.0,2020.0,59.42979325598093
110,5.05,29.0,3465.0,45.878544492140065
90,5.0,22.0,2740.0,41.79504505398175
60,4.95,21.0,3645.0,28.125987864424026
60,4.9,15.0,2815.0,27.2036154235964
60,4.85,14.0,2585.0,33.45050480218187
50,4.8,13.0,2125.0,24.845547130268898
60,4.883333333333329,31.0,3302.0,38.70937139874543
50,4.96666666666667,13.0,1925.0,25.434029981132955
30,5.05,35.1,3735.0,15.893006303599531
40,5.133333333333329,32.4,2234.0,15.832685900745691
30,5.21666666666667,9.0,2945.0,31.74279520143226
260,5.3,27.0,4382.0,114.10410415381051
500,5.48333333333333,22.5,4154.0,205.92210039204838
450,5.66666666666667,19.0,3139.0,185.7418325494545
50,5.85,18.1,3140.0,26.216022793673574
60,6.03333333333333,19.0,2278.0,32.53707790156987
60,6.21666666666667,38.0,2807.0,31.531318999779955
50,6.4,36.0,4325.0,22.278727958381914
50,6.5,23.2,3035.0,30.932088138420397
50,6.6,34.1,3121.0,27.161275757486923
60,6.7,24.0,2245.0,25.95959331651007
60,6.8,27.9,2914.0,25.595465374569773
60,6.9,17.0,3264.0,37.537019189753224
60,7.0,22.0,2130.0,31.71500461743312
190,7.0833333333333295,37.0,1955.0,77.77490933554489
220,7.16666666666667,16.0,2120.0,102.888439685873
170,7.25,18.1,2933.0,67.77287225962256
390,7.3333333333333295,18.0,2020.0,157.9584006670784
90,7.416666666666669,15.5,3021.0,42.846899798820495
60,7.5,21.0,2045.0,22.36903268599689
290,7.416666666666669,30.5,3415.0,118.6057492566226
130,7.3333333333333295,12.0,2833.0,63.85002466588589
140,7.25,23.7,3988.0,66.70326142823896
240,7.16666666666667,35.0,3221.0,93.84600176059196
50,7.0833333333333295,20.0,2300.0,25.70642677171974
60,7.0,16.0,4165.0,35.181135768998494
60,6.98333333333333,13.0,2585.0,34.70199200711483
60,6.96666666666667,14.0,1940.0,31.663825019211647
370,6.95,13.0,1845.0,158.53598702055675
200,6.93333333333333,13.0,3420.0,94.36727006778807
70,6.91666666666667,34.4,3086.0,41.78039542258419
50,6.9,13.0,2065.0,29.264798543076306
40,6.8,26.6,2950.0,24.57240300503702
40,6.7,37.0,3360.0,17.298258576959768
30,6.6,13.0,3070.0,27.363094284261336
30,6.5,28.1,1795.0,18.788727295575903
30,6.4,41.5,2035.0,10.68151693632387
30,6.3,18.0,3730.0,20.44460264054119
40,6.3333333333333295,20.0,2904.0,23.813700073672198
50,6.36666666666667,25.0,3620.0,25.753264172429763
40,6.4,31.5,2945.0,19.55249973262024
40,6.43333333333333,21.0,2401.0,26.87625874600204
40,6.46666666666667,31.3,2401.0,16.573694003926608
60,6.5,25.5,1925.0,25.801739477683654
60,6.31666666666667,32.9,2125.0,20.82806364364403
210,6.133333333333329,32.0,3725.0,89.22211710135092
380,5.95,19.4,2711.0,161.89675828967245
370,5.76666666666667,34.0,2515.0,157.04000977700096
230,5.5833333333333295,19.8,2795.0,100.15335390017023
80,5.4,29.0,4335.0,40.51082497655538
90,5.3,21.0,3781.0,44.043186634614756
70,5.2,23.0,4746.0,40.43915975562474
40,5.1,11.0,3278.0,26.746939698904114
40,5.0,24.0,3504.0,28.304760395948648
30,4.9,21.1,1950.0,19.71171278086949
50,4.8,12.0,3730.0,36.52504571537989
50,4.75,18.0,2085.0,28.59483344213455
60,4.7,26.0,2945.0,34.05025662663562
50,4.65,30.0,3360.0,24.930137081815815
60,4.6,27.0,2430.0,26.877932446766977
60,4.55,26.0,2288.0,34.188153513605315
60,4.5,32.4,2385.0,30.83834514037506
50,4.53333333333333,32.2,3329.0,27.908751115990313
50,4.56666666666667,34.3,2565.0,17.742955359148905
50,4.6,12.0,1773.0,24.9992322930281
50,4.633333333333329,26.0,2000.0,24.641895105257163
50,4.66666666666667,20.5,4060.0,31.81620000440887
60,4.7,30.7,1835.0,26.388748897564607
60,4.8,27.0,3504.0,28.183099532058677
40,4.9,13.0,1950.0,23.417918389426816
30,5.0,26.6,1963.0,15.125219359872716
30,5.1,43.4,2124.0,13.902636886604695
30,5.2,14.0,2330.0,16.10280331682906
40,5.3,23.6,3264.0,14.2425947208908
50,5.3333333333333295,18.0,4190.0,31.50433726483253
50,5.36666666666667,34.0,1985.0,28.26668584894988
50,5.4,11.0,2634.0,33.94164143750272
40,5.43333333333333,19.0,3672.0,21.77112133877708
50,5.46666666666667,19.2,3988.0,30.301154250709963
40,5.5,31.8,3221.0,20.785543989410336
40,5.5833333333333295,21.0,2572.0,15.561582373451408
40,5.66666666666667,39.4,2025.0,17.957790581123074
40,5.75,13.0,2219.0,21.901388023392037
50,5.8333333333333295,24.0,2200.0,18.552962266252624
50,5.91666666666667,18.0,5140.0,27.828608195398004
50,6.0,28.4,2300.0,26.367573466855788
30,5.883333333333329,24.0,2525.0,12.046475761096778
20,5.76666666666667,28.0,4657.0,15.99112804002736
30,5.65,17.0,4190.0,17.508795186547324
20,5.53333333333333,13.0,2740.0,20.532983865506434
40,5.41666666666667,13.0,3211.0,22.85411770103088
50,5.3,13.0,3399.0,32.81495558759425
60,5.3,18.0,4906.0,42.14112414384411
50,5.3,18.0,2605.0,23.54745291674547
40,5.3,27.2,3651.0,22.02319931921911
40,5.3,18.0,3353.0,24.05772251831726
50,5.3,33.7,2220.0,24.649287817338163
40,5.3,19.2,2678.0,27.588425203527628
40,5.3333333333333295,21.0,3445.0,20.38601748299501
50,5.36666666666667,23.0,1835.0,30.2159816468642
50,5.4,13.0,4165.0,36.985890768460905
50,5.43333333333333,19.0,2620.0,22.221383042284305
40,5.46666666666667,29.9,3070.0,23.008789085380744
30,5.5,23.9,3430.0,9.294718843183686
20,5.48333333333333,14.0,3353.0,9.851969344827413
20,5.46666666666667,24.0,3410.0,15.471875237875151
20,5.45,18.1,2265.0,20.380591127539898
50,5.43333333333333,16.0,2188.0,23.620132508001298
50,5.41666666666667,25.0,2085.0,18.045540621980592
50,5.4,36.0,3820.0,25.858293767761563
40,5.36666666666667,18.5,2158.0,20.816773607184214
40,5.3333333333333295,29.0,4952.0,26.733366440646453
50,5.3,26.0,2672.0,21.2877819667002
40,5.26666666666667,13.0,2265.0,13.004183450597257
50,5.23333333333333,18.5,1965.0,30.313483281367954
50,5.2,31.3,2130.0,22.301954137256658
50,5.16666666666667,32.1,2385.0,19.019918674059493
40,5.133333333333329,44.3,4129.0,18.581333005442122
40,5.1,20.2,1975.0,21.06903246568494
50,5.06666666666667,14.0,1990.0,26.460884680922266
20,5.03333333333333,21.0,2950.0,9.383237248913604
20,5.0,35.7,2265.0,5.9130580075319195
50,5.01666666666667,19.4,3459.0,25.58521095441823
30,5.03333333333333,16.5,2990.0,10.236076773710245
50,5.05,17.6,2074.0,26.335239927432152
50,5.06666666666667,13.0,4080.0,36.107871501365054
200,5.0833333333333295,13.0,1945.0,89.02622713567693
110,5.1,21.5,2865.0,44.714282917318194
80,5.0833333333333295,28.0,3570.0,44.43221978450987
50,5.06666666666667,13.0,2585.0,36.781638378062546
50,5.05,14.0,2155.0,26.521045257073443
50,5.03333333333333,25.0,4654.0,43.956435245802815
40,5.01666666666667,13.0,4615.0,37.31440782398462
40,5.0,44.0,2219.0,25.901423579062502
30,5.0,19.0,3160.0,14.845863770856035
180,5.0,30.5,2720.0,76.31446373462568
350,5.0,27.0,1915.0,154.50944100180004
350,5.0,18.0,3940.0,149.50133277231694
300,5.0,35.1,1845.0,116.44154751582941
400,5.0,19.0,2865.0,170.21306888299333
390,5.0,15.5,3329.0,171.54381470470938
290,5.0,32.1,2288.0,120.4109645784668
60,5.0,18.0,4098.0,36.29881840178868
70,5.0,27.0,1835.0,42.091560708302495
110,5.0,37.7,3085.0,42.985884270827924
90,5.0,16.0,2320.0,45.874747720825454
60,5.0833333333333295,25.1,1975.0,34.70480017863999
70,5.16666666666667,22.3,3563.0,38.259738475047484
80,5.25,27.0,1985.0,34.919366901738385
60,5.3333333333333295,32.0,1795.0,31.12361880559549
40,5.41666666666667,22.0,1965.0,27.37743467320526
30,5.5,22.0,3520.0,10.310699234776951
70,5.5833333333333295,13.0,3465.0,48.319195918028036
50,5.66666666666667,36.0,3410.0,23.470145301275792
80,5.75,23.6,2395.0,35.59387617210101
80,5.8333333333333295,16.5,3445.0,39.14100121258967
50,5.91666666666667,39.1,3651.0,24.074817858952887
40,6.0,26.6,2380.0,17.009040803822824
50,5.91666666666667,24.0,3086.0,32.04484255715805
40,5.8333333333333295,25.5,3672.0,29.030304387722754
40,5.75,30.5,3085.0,20.48494750585261
50,5.66666666666667,22.3,2572.0,24.45489887508092
30,5.5833333333333295,30.0,2255.0,17.352617740216044
30,5.5,25.0,5140.0,31.70267594439988
20,5.73333333333333,15.0,4906.0,21.723693998178817
20,5.96666666666667,31.5,2434.0,18.53288388844651
50,6.2,43.1,2565.0,23.65282626170399
40,6.43333333333333,26.0,2933.0,20.909872799340196
50,6.66666666666667,28.0,1915.0,12.710507617285193
40,6.9,13.0,2065.0,21.96565016128638
60,6.8,37.0,2910.0,23.97221340849752
40,6.7,32.3,1825.0,20.656628834479438
40,6.6,19.4,1985.0,27.844949826053522
50,6.5,13.0,2188.0,32.38991686861527
40,6.4,26.4,2164.0,8.81486643127245
40,6.3,43.4,4042.0,26.84512212547141
30,6.31666666666667,15.0,2100.0,17.142779453842657
30,6.3333333333333295,19.0,2795.0,25.84634103491002
30,6.35,17.7,2430.0,20.779953781003613
40,6.36666666666667,36.0,2545.0,24.167721441504757
80,6.383333333333329,13.0,4382.0,51.52290307900984
70,6.4,30.5,3015.0,19.89158286669594
80,6.16666666666667,46.6,2290.0,28.81547252303927
70,5.93333333333333,20.6,2945.0,31.785555326008303
80,5.7,23.0,3940.0,41.11980031140063
80,5.46666666666667,26.0,2190.0,33.13555102119444
100,5.23333333333333,13.0,3205.0,50.93465977004504
90,5.0,20.5,1950.0,45.54953085897448
100,4.78333333333333,15.5,2711.0,44.812593351998096
90,4.56666666666667,27.5,2735.0,37.623033589184075
110,4.35,13.0,3563.0,51.4097240389397
90,4.133333333333329,15.0,2720.0,49.47117629186792
100,3.9166666666666705,28.1,3210.0,43.30267356098845
100,3.7,26.0,2711.0,52.22114363808716
110,3.53333333333333,28.0,2391.0,49.64592857532521
100,3.36666666666667,30.0,3563.0,45.22791213116681
90,3.2,31.0,2130.0,40.29425831724044
90,3.03333333333333,31.5,3003.0,37.56864356921788
180,2.86666666666667,28.8,1613.0,79.0807342470283
140,2.7,24.0,3840.0,59.43312839524296
100,2.78333333333333,18.6,3230.0,51.97317929262949
110,2.86666666666667,32.4,2950.0,54.09325143898148
340,2.95,26.0,4190.0,148.1908125631644
380,3.03333333333333,24.0,1945.0,153.28113896784564
210,3.11666666666667,12.0,2870.0,93.93401905127574
150,3.2,16.0,4135.0,74.82293304813707
330,3.16666666666667,27.2,2582.0,133.67249865344618
420,3.13333333333333,20.5,3264.0,172.0433925095895
330,3.1,18.0,2515.0,136.7889425224239
130,3.06666666666667,19.0,2265.0,62.448806570491826
130,3.03333333333333,28.4,1940.0,58.26796074444529
110,3.0,15.0,2582.0,57.894134009090564
250,2.95,17.5,4735.0,112.85100393355475
520,2.9,35.0,3892.0,215.69112618407712
360,2.85,19.2,2875.0,149.96267880967892
330,2.8,21.0,3288.0,146.1390955681632
310,2.75,32.4,3725.0,121.23721476654269
270,2.7,28.0,3632.0,108.82332202419425
230,2.78333333333333,35.0,4422.0,97.99522902263972
170,2.86666666666667,13.0,3102.0,76.06452717602969
60,2.95,18.0,3193.0,36.545887368894654
30,3.03333333333333,38.0,2930.0,19.74698938684633
30,3.11666666666667,20.5,2264.0,11.63038162419303
30,3.2,26.0,3193.0,13.63891150951472
40,3.13333333333333,14.0,2592.0,28.325529721997473
50,3.06666666666667,33.5,3725.0,24.40681579074554
50,3.0,32.0,3039.0,15.798215865502828
40,2.93333333333333,31.9,4257.0,26.633993305967962
40,2.86666666666667,34.0,4997.0,14.054533887534621
50,2.8,18.0,1980.0,26.867702229117064
50,2.81666666666667,33.0,3880.0,14.618102392276489
40,2.8333333333333295,14.0,3840.0,33.748109092280764
60,2.85,17.5,2855.0,44.7359967535002
40,2.86666666666667,34.0,1985.0,20.8531425319858
40,2.88333333333333,32.0,2451.0,19.911087934772556
50,2.9,36.0,3735.0,25.259156286150457
40,2.88333333333333,43.1,2220.0,23.800979300977204
30,2.86666666666667,15.0,3449.0,18.14656009816127
30,2.85,10.0,3962.0,34.39974555232899
30,2.8333333333333295,14.0,2379.0,18.865971658992613
40,2.81666666666667,18.6,2125.0,26.571377197229605
40,2.8,29.0,2124.0,23.706906190317657
50,2.86666666666667,25.0,2288.0,31.458666495742694
40,2.93333333333333,23.0,2234.0,22.171838690531036
40,3.0,31.6,2110.0,16.435276510405096
40,3.06666666666667,12.0,2865.0,29.015842919738702
50,3.13333333333333,32.0,3570.0,25.624409880526965
50,3.2,27.5,2725.0,28.024326569065444
50,3.2333333333333294,18.0,1980.0,22.59293202900252
40,3.2666666666666706,19.1,2220.0,22.507536663294758
50,3.3,28.1,3530.0,20.07337793038291
40,3.3333333333333295,24.2,4354.0,25.540147028923606
40,3.36666666666667,31.3,4237.0,27.036766626235362
20,3.4,29.0,2310.0,11.779371072180606
30,3.38333333333333,43.4,2720.0,15.787995886900264
30,3.36666666666667,26.5,3039.0,19.926406844043846
40,3.35,36.1,3205.0,14.361003964727239
50,3.3333333333333295,28.0,2945.0,29.445198307179226
40,3.31666666666667,26.0,4190.0,23.5320800361302
40,3.3,25.0,3230.0,24.445833176221498
50,3.31666666666667,28.8,1795.0,32.0671471295994
40,3.3333333333333295,11.0,4997.0,44.5389147000391
50,3.35,21.0,2587.0,28.476104389094605
50,3.36666666666667,29.0,2671.0,21.810560116443696
40,3.38333333333333,23.0,4274.0,19.135978332664212
50,3.4,29.0,2164.0,28.850138418536115
40,3.5,40.9,2375.0,23.096034236668732
40,3.6,24.0,2205.0,22.21721507139096
40,3.7,28.1,2408.0,21.052605748122783
40,3.8,15.0,2957.0,21.77360743028877
30,3.9,23.0,4335.0,17.56615825816226
70,4.0,19.2,2900.0,27.026696220419048
360,3.95,13.0,3060.0,154.5798959343647
400,3.9,18.0,2065.0,169.4173314699358
70,3.85,35.1,2625.0,46.365836864266484
70,3.8,13.0,2124.0,37.03271425835795
390,3.75,31.0,4220.0,165.41870138959388
100,3.7,18.0,4699.0,59.118514280944645
80,3.3,35.7,1613.0,32.87811066610228
70,2.9,36.0,2051.0,36.417924152716665
170,2.5,19.0,3211.0,75.19537621571901
360,2.1,15.0,2930.0,147.69137384723942
180,1.7,16.0,2795.0,73.60542121134705
130,1.3,23.0,2245.0,65.04958143783092
70,1.4,28.0,2160.0,35.3137229882259
70,1.5,21.0,3988.0,37.55743656215559
180,1.6,13.0,2506.0,82.41408085918906
170,1.7,18.0,3449.0,71.10575846376263
390,1.8,20.2,2228.0,162.49187686888558
420,1.9,11.0,2408.0,177.0750425442907
340,1.9666666666666697,21.0,2945.0,144.9286559644883
550,2.03333333333333,37.3,4140.0,233.6952280183295
690,2.1,24.5,2310.0,271.7174061581449
620,2.16666666666667,27.0,3012.0,255.9661954833088
610,2.2333333333333294,32.9,3785.0,255.532116023209
490,2.3,17.5,3432.0,199.1808410002542
260,2.4,21.0,3962.0,114.07304332368984
240,2.5,30.5,2219.0,102.29529436631665
220,2.6,20.6,3955.0,91.49036397190693
130,2.7,21.0,2155.0,58.49871346637782
90,2.8,13.0,2164.0,41.715986651890724
290,2.9,31.8,3735.0,122.93694697421225
410,3.11666666666667,14.0,3085.0,167.61699156679128
320,3.3333333333333295,19.0,3169.0,140.84194866589363
260,3.55,38.0,1995.0,111.51969482445723
210,3.7666666666666706,16.0,2855.0,88.77385793850642
210,3.9833333333333294,27.0,2385.0,91.78099847869515
140,4.2,37.2,2380.0,59.55210832299194
60,4.3,39.0,4060.0,23.132962444477144
50,4.4,15.0,4735.0,32.90284668514513
60,4.5,16.0,3535.0,22.944228810741528
50,4.6,27.2,2391.0,17.15420420904148
60,4.7,22.0,1975.0,22.47123320465936
140,4.8,15.0,3039.0,63.58185095435475
270,4.91666666666667,25.4,2720.0,118.85339736986413
200,5.03333333333333,27.0,2215.0,79.69081552237311
60,5.15,15.0,1968.0,29.264586499845326
50,5.26666666666667,20.0,3535.0,26.618384125029742
60,5.383333333333329,20.2,3820.0,28.781708817299773
80,5.5,18.0,1825.0,38.05131857727895
50,5.48333333333333,28.0,1835.0,26.34973467025547
40,5.46666666666667,18.0,2130.0,26.624784695981734
50,5.45,19.0,4499.0,36.59682173291627
50,5.43333333333333,28.0,4325.0,30.99631008610521
40,5.41666666666667,27.0,2490.0,20.771294023118777
30,5.4,26.0,3336.0,17.3741209273341
30,5.26666666666667,23.0,2855.0,9.067236204502086
200,5.133333333333329,40.9,3221.0,76.12627097545717
450,5.0,15.0,1955.0,180.422219361276
400,4.86666666666667,35.1,4363.0,163.341747335248
740,4.73333333333333,18.0,4354.0,300.6294498412617
910,4.6,34.0,2702.0,359.0068535509146
610,4.5833333333333295,19.2,3439.0,251.48284832748362
510,4.56666666666667,21.0,2901.0,217.55617832558988
190,4.55,15.0,2200.0,82.01806922914763
110,4.53333333333333,14.0,2230.0,53.10366373952655
100,4.51666666666667,38.0,1945.0,51.08212990669283
90,4.5,16.0,2265.0,51.15340480311729
110,4.41666666666667,14.0,2265.0,45.18207988649246
100,4.3333333333333295,13.0,3205.0,53.23137868931786
110,4.25,17.5,2670.0,50.44124171307889
100,4.16666666666667,20.0,1937.0,42.22217749072946
790,4.0833333333333295,20.6,2372.0,318.4485293228118
380,4.0,32.2,2189.0,152.9196523510914
360,3.9,13.0,4080.0,154.08702144045037
360,3.8,37.0,1925.0,150.4409623789343
100,3.7,36.0,2725.0,40.451556776781786
100,3.6,20.0,3035.0,39.614933570233696
90,3.5,40.8,4735.0,36.88314912755148
90,3.4,34.1,2045.0,38.75707947814393
110,3.5,30.0,2158.0,52.999784872927655
140,3.6,12.0,3907.0,72.84305149679462
110,3.7,22.5,3190.0,57.22407045971462
100,3.8,20.2,2875.0,48.4065450409833
110,3.9,34.1,4376.0,50.92082100667071
130,4.0,12.0,2003.0,65.88190468536075
140,3.9166666666666705,31.0,2000.0,60.32363662109175
130,3.8333333333333295,22.0,4360.0,72.13446261513221
120,3.75,23.2,3880.0,58.66265609488276
100,3.6666666666666705,39.1,2525.0,51.728901061505994
80,3.5833333333333295,24.5,2700.0,33.48711417362113
50,3.5,25.0,3211.0,24.214331429918804
50,3.15,31.0,2835.0,21.822731178325537
50,2.8,39.1,4209.0,16.422833113483712
40,2.45,32.2,2835.0,20.46563749952148
50,2.1,31.0,2745.0,23.994923454903592
50,1.75,14.0,1800.0,28.918487780230585
50,1.4,14.0,3329.0,29.789132735562724
40,1.3,23.2,3035.0,23.13571051214339
30,1.2,15.0,2395.0,17.80025505964911
30,1.1,14.0,2408.0,19.077036721377084
40,1.0,32.7,3632.0,17.672324683822573
40,0.9,34.2,3880.0,26.82408477376452
50,0.8,24.0,2560.0,23.556436204825438
60,0.666666666666667,32.4,3645.0,28.94645755260661
50,0.533333333333333,21.5,4141.0,24.3593590511532
60,0.4,13.0,4209.0,42.544689004372735
50,0.266666666666667,38.1,4746.0,19.999757312970775
50,0.133333333333333,30.0,4165.0,31.275422511014305
50,0.0,16.0,4699.0,30.903057965983564
50,0.0666666666666667,22.0,2130.0,29.069309789116208
50,0.133333333333333,26.0,4237.0,25.86017981410259
50,0.2,13.0,2405.0,27.84837868131448
60,0.266666666666667,34.7,2700.0,30.500275742560163
50,0.333333333333333,13.0,3139.0,37.23456080132473
50,0.4,20.8,2290.0,19.077833479803026
50,0.55,15.0,4295.0,36.64929037202857
50,0.7,16.0,1825.0,21.447346347767446
40,0.85,18.0,3003.0,27.935414102122973
50,1.0,15.0,1968.0,36.41635958065214
40,1.15,19.8,4165.0,22.639565942236253
30,1.3,35.0,2635.0,23.871803328417222
40,1.53333333333333,20.2,2228.0,11.93766462768788
30,1.76666666666667,36.0,2155.0,25.56473623975434
60,2.0,19.1,2065.0,41.70930880190784
50,2.2333333333333294,36.4,3570.0,24.13125915274537
50,2.4666666666666694,29.8,3525.0,12.38284407530469
40,2.7,19.0,3233.0,15.9463603805582
50,2.75,36.0,4080.0,33.41375184160245
60,2.8,13.0,2108.0,20.797326033310252
50,2.85,13.0,3430.0,36.746885423529385
50,2.9,16.0,2074.0,36.28690368036174
50,2.95,24.0,3233.0,22.703060664719562
50,3.0,18.0,1613.0,17.305713911830786
40,3.03333333333333,14.0,2670.0,30.776778141346824
50,3.06666666666667,37.0,3085.0,23.539672200712516
50,3.1,31.0,3420.0,25.785048545284084
50,3.13333333333333,32.8,4668.0,30.71985679866615
60,3.16666666666667,29.0,2640.0,24.1800831784007
50,3.2,18.6,2130.0,20.175090263015928
40,3.2,26.0,1836.0,19.35541432874989
50,3.2,14.0,1963.0,31.257121050659038
50,3.2,18.0,4140.0,28.100356985055775
50,3.2,25.0,2890.0,25.386157686861722
30,3.2,27.0,3264.0,23.518925443893494
70,3.2,19.2,3003.0,45.67242670042503
50,3.2,21.5,3777.0,27.30832784316235
50,3.2,9.0,2110.0,29.71851269858321
50,3.2,16.5,4341.0,38.82162494754928
50,3.2,37.3,2300.0,27.31139775050577
40,3.2,27.9,2405.0,24.471733383167926
50,3.2,29.0,2219.0,17.09219864737952
50,3.2,13.0,2979.0,24.952738290255255
150,3.2,29.5,4215.0,60.43686086618493
390,3.2,31.5,2045.0,161.26106956765878
390,3.2,16.5,4154.0,174.2065971392728
380,3.2,38.0,1950.0,158.16428659356754
400,3.2,18.0,2950.0,162.60841790794248
370,3.2,20.0,3003.0,161.2188577181626
310,3.2,38.1,1836.0,129.13463746114815
40,3.2,17.0,3140.0,33.094052465826245
50,3.2,27.2,4082.0,40.765477313316026
70,3.2,17.0,2585.0,34.901786875637164
60,3.2,13.0,2511.0,41.21397253466834
90,3.31666666666667,18.1,2335.0,44.92988586675791
60,3.43333333333333,23.0,3664.0,28.189009026186586
60,3.55,23.9,4294.0,31.679712534192493
100,3.6666666666666705,26.0,2075.0,40.56778136633551
380,3.7833333333333297,23.0,3329.0,158.85211225391433
390,3.9,16.2,4154.0,165.4133674504862
130,3.86666666666667,19.0,3415.0,55.818142931740326
60,3.8333333333333295,32.2,2290.0,32.75013214544785
60,3.8,27.0,3735.0,31.111433908640176
50,3.7666666666666706,19.0,3672.0,24.41520165020284
60,3.7333333333333294,13.0,2155.0,33.63703943852716
60,3.7,13.0,2592.0,30.67372259642939
240,3.7333333333333294,27.2,4325.0,112.65429976081944
80,3.7666666666666706,33.0,2230.0,36.56848205987696
80,3.8,26.0,3233.0,44.010506740679546
400,3.8333333333333295,31.0,2215.0,162.63486349575845
400,3.86666666666667,14.0,2164.0,166.98260610047595
460,3.9,25.0,4080.0,191.61220732837756
170,3.95,16.0,2945.0,81.47011710091064
210,4.0,26.0,2155.0,84.97030212511389
190,4.05,26.5,2300.0,82.56122259156368
70,4.1,19.1,1990.0,27.71113943508156
80,4.15,30.0,2833.0,33.54983891381343
60,4.2,32.3,2202.0,23.159391598098754
70,4.25,25.0,2220.0,27.530773806971315
60,4.3,20.8,4422.0,44.645357322119416
